i2,i3,phi2_deg,phi3_deg,t_burn_s,period_k,jitter_v_m_s,mean_N1_N,mean_RK4_N,delta_ppm,R_ppm,Q_ppm,liftoff_pct,skew,N_max_N,N_min_N,A_Mg,touchdowns_per_s,stationaer_10s,arch_F_mean,arch_delta_ppm,arch_liftoff,arch_F_skew,arch_F_max,arch_F_min,arch_peak_ratio
3,11,56.84210526315789,208.42105263157893,5.0,1,2.9393367392827052e-09,6.37621122255299,6.376500373388596,-45.28776711535436,-1.0087553173567263e-07,-45.346324097195485,24.95,0.13636477022596044,15.009123357580158,0.0,1.353818451749417,10.0,ja,6.376211,-45.3,24.9500,0.136365,15.009127,0.000000,1.353819
3,12,56.84210526315789,227.36842105263156,5.0,1,8.570510499909118e-05,6.37642046492545,6.376501902085681,-12.47315526562746,0.23540144731443105,-12.77145145947553,26.731500000000004,-0.07884304849357451,13.875480378130401,0.0,1.1760339336831176,10.0,ja,6.376588,13.8,26.7175,-0.078888,13.875509,0.000000,1.176038
3,13,56.84210526315789,246.3157894736842,5.0,2,0.00013488295082541256,6.376525784371154,6.3764873489039795,4.043655791242744,-1.9710061186054582,6.027674613706981,27.354,0.16210410503796605,16.644374741629317,0.0,1.6102681316755767,10.0,ja,6.376485,-2.4,27.3535,0.162268,16.645502,0.000000,1.610445
3,14,56.84210526315789,265.2631578947368,5.0,2,0.000864037134524695,6.37665421495567,6.376500635368407,24.18489071896398,0.06277284549251187,24.085248531888322,26.128,0.5343969787677106,19.464123157517452,0.0,2.0524775594005256,10.0,ja,6.376653,24.0,26.1250,0.534386,19.464179,0.000000,2.052486
3,15,56.84210526315789,284.2105263157895,5.0,2,1.0158919805533517e-05,6.376499208007352,6.376500304243379,-0.12420491637113922,1.813590618717445e-10,-0.17191814118827475,22.3625,0.7007188772876466,21.127857691621315,0.0,2.313394133399406,10.0,ja,6.376491,-1.4,22.3625,0.700713,21.127898,0.000000,2.313400
3,16,56.84210526315789,303.1578947368421,5.0,1,0.00029800971761551054,6.376219592595388,6.376504753803713,-43.97512814447021,0.684793323672331,-44.72064742816094,75.89150000000001,1.7014291041245235,39.578614936708746,0.0,5.206949727391005,10.0,ja,6.376847,54.4,75.8905,1.701363,39.585994,0.000000,5.208107
3,17,56.84210526315789,322.1052631578947,5.0,1,0.000658468899603526,6.376305792716599,6.376510818920763,-30.45672130503909,1.7443995982768605,-32.15340769442742,76.0685,1.711138968740681,39.820638005671896,0.0,5.244905199666257,10.0,ja,6.376649,23.4,76.0630,1.711091,39.832979,0.000000,5.246841
3,18,56.84210526315789,341.05263157894734,5.0,1,0.00033463758994212167,6.376611855481775,6.376494626743506,17.54183043579347,-0.8947162946829947,18.384495925459603,76.19399999999999,1.7184205537964492,40.01758561653421,0.0,5.275791675140627,10.0,ja,6.376517,2.7,76.1960,1.718426,40.018262,0.000000,5.275898
4,0,75.78947368421052,0.0,5.0,1,0.0003890049766001602,6.376505115371997,6.376504820116515,0.8022225352797917,0.7385685196379955,0.04630369047055337,76.133,1.7147818868110654,39.92278103672782,0.0,5.260923866812172,10.0,ja,6.376434,-10.4,76.1290,1.714784,39.919643,0.000000,5.260432
4,1,75.78947368421052,18.94736842105263,5.0,2,0.0002571102510282586,6.376407307775239,6.376524204423967,-14.53653646395055,3.7568410995202126,-18.332415702787713,76.196,1.718447661544449,40.01703361695296,0.0,5.275705107339912,10.0,ja,6.376437,-9.9,76.1935,1.718413,40.020368,0.000000,5.276228
4,2,75.78947368421052,37.89473684210526,5.0,2,0.00038423214379398885,6.376463799316277,6.376552999616894,-5.677202810878067,8.37243559687475,-13.988912509525168,76.2165,1.719633018111229,40.07785498873377,0.0,5.285243470357369,10.0,ja,6.376295,-32.1,76.2210,1.719647,40.097599,0.000000,5.288340
4,3,75.78947368421052,56.84210526315789,5.0,2,0.0002935977939064749,6.376359356237245,6.376505309290307,-22.056576924021147,0.784920672812728,-22.889210862085267,76.196,1.7184460615905341,40.01906231165511,0.0,5.27602325910062,10.0,ja,6.376561,9.6,76.1950,1.718421,40.016287,0.000000,5.275588
4,4,75.78947368421052,75.78947368421052,5.0,1,0.0003294446911472071,6.3766010770404336,6.3765140385756505,15.851492265758122,2.166910907437017,13.64988077833994,76.1275,1.7147765457249877,39.924736921538575,0.0,5.261230600100144,10.0,ja,6.376529,4.5,76.1270,1.714766,39.916218,0.000000,5.259895
4,5,75.78947368421052,94.73684210526315,5.0,1,0.00045842942094857786,6.376508449029235,6.376508413640264,1.3250261482740784,1.295619600079372,0.0055499053952852585,76.022,1.7087099784003452,39.76596964454924,0.0,5.23633178774394,10.0,ja,6.376805,47.8,76.0160,1.708663,39.770460,0.000000,5.237036
4,6,75.78947368421052,113.68421052631578,5.0,1,0.00023253290794616327,6.376482012896725,6.376510777572194,-2.820842668574058,1.7162272380778312,-4.511044533691525,75.87049999999999,1.7002025426378462,39.54819082826641,0.0,5.202178440879229,10.0,ja,6.376672,27.0,75.8685,1.700175,39.544757,0.000000,5.201640
4,7,75.78947368421052,132.6315789473684,5.0,1,0.00022414332382678093,6.376583364394547,6.376500442056317,13.073691609143589,0.019443804704760696,13.004365753894344,75.6635,1.6892511870549414,39.27498108463642,0.0,5.159332091999752,10.0,ja,6.376501,0.2,75.6615,1.689244,39.269516,0.000000,5.158475
4,8,75.78947368421052,151.57894736842104,5.0,1,1.442205729840218e-14,6.376303307393034,6.376500290414808,-30.846484273064693,1.0008700177399313e-10,-30.89202882052324,21.7,0.6601799722151342,17.50866239387434,0.0,1.7458107729748822,10.0,ja,6.376303,-30.9,21.7000,0.660188,17.508698,0.000000,1.745816
4,9,75.78947368421052,170.52631578947367,5.0,1,9.488937413593135e-15,6.376706057099548,6.3765000138297605,32.315078733913104,6.47913029151786e-11,32.31290987018539,17.7,0.6551309073760587,17.520361049064142,0.0,1.7476454244592081,10.0,ja,6.376706,32.3,17.7000,0.655137,17.520434,0.000000,1.747657
4,10,75.78947368421052,189.4736842105263,5.0,1,6.71962485654376e-14,6.376567668560275,6.376500013829682,10.61217913813097,9.619669428454464e-11,10.610010286660716,23.5,0.42514122022629003,17.008257277802624,0.0,1.6673343178550337,20.0,ja,6.376568,10.7,23.5000,0.425140,17.008263,0.000000,1.667335
4,11,75.78947368421052,208.42105263157893,5.0,1,4.864164626638967e-15,6.37669332411549,6.376500290414703,30.31821775103051,4.2510450930155395e-11,30.2726732200081,16.25,0.20008462248848533,15.206545785748812,0.0,1.3847793908490253,10.0,ja,6.376693,30.3,16.2500,0.200089,15.206551,0.000000,1.384780
4,12,75.78947368421052,227.36842105263156,5.0,1,2.831068712794149e-15,6.376734989602312,6.376500318072699,36.852442924967164,-1.4146572688903624e-12,36.802560905370534,20.1,-0.07084933595445801,12.773730982195804,0.0,1.0032511537984479,10.0,ja,6.376735,36.9,20.1000,-0.070845,12.773725,0.000000,1.003250
4,13,75.78947368421052,246.3157894736842,5.0,1,1.4502288259166107e-14,6.376747561686751,6.37649983404892,38.824070689301415,-9.902600882232536e-13,38.850096107841566,21.85,-0.051711475945770115,14.227918484613454,0.0,1.2313053375070104,10.0,ja,6.376748,38.9,21.8500,-0.051706,14.227958,0.000000,1.231311
4,14,75.78947368421052,265.2631578947368,5.0,1,1.1724562293258245e-14,6.3762645099228035,6.376500152121524,-36.9309303218812,1.0624076089366624e-10,-36.95478690831231,22.400000000000002,0.3456962853117758,15.915132630088474,0.0,1.4959041213970785,10.0,ja,6.376265,-36.9,22.4000,0.345695,15.915148,0.000000,1.495907
