phi2_deg,phi3_deg,F_mean,F_skew,liftoff,F_max,F_min,peak_ratio
130.000000,248.000000,6.376500,-0.383624,0.000000,9.136151,3.228277,0.876574
130.000000,250.000000,6.376500,-0.384560,0.000000,9.233366,3.084630,0.867855
130.000000,252.000000,6.376500,-0.344057,0.000000,9.348675,2.903192,0.855719
130.000000,254.000000,6.376500,-0.286318,0.000000,9.479815,2.686904,0.841099
130.000000,256.000000,6.376500,-0.227197,0.000000,9.624549,2.439653,0.825038
130.000000,258.000000,6.376500,-0.173643,0.000000,9.780626,2.165826,0.808452
130.000000,260.000000,6.376500,-0.127528,0.000000,10.128196,1.869940,0.832497
132.000000,220.000000,6.376622,-0.096615,11.400000,12.302664,0.000000,0.929376
132.000000,222.000000,6.376421,-0.108810,8.350000,12.103282,0.000000,0.898107
132.000000,224.000000,6.376499,-0.115689,1.400000,11.808211,0.000000,0.851833
132.000000,226.000000,6.376500,-0.108468,0.000000,11.418464,0.497679,0.857649
132.000000,228.000000,6.376500,-0.099433,0.000000,11.038850,1.023956,0.871053
132.000000,230.000000,6.376500,-0.088545,0.000000,10.676706,1.556340,0.892129
132.000000,232.000000,6.376500,-0.075922,0.000000,10.340658,2.094297,0.925729
132.000000,234.000000,6.376500,-0.062432,0.000000,10.041411,2.637314,0.980136
132.000000,236.000000,6.376500,-0.050559,0.000000,9.790044,2.916543,0.986586
132.000000,238.000000,6.376500,-0.045794,0.000000,9.594892,2.993467,0.951333
132.000000,240.000000,6.376500,-0.057948,0.000000,9.458986,3.043412,0.924814
132.000000,242.000000,6.376500,-0.099668,0.000000,9.379004,3.062791,0.906086
132.000000,244.000000,6.376500,-0.177251,0.000000,9.347699,3.048456,0.892776
132.000000,246.000000,6.376500,-0.275584,0.000000,9.359525,2.997864,0.882908
132.000000,248.000000,6.376500,-0.358129,0.000000,9.408045,2.909413,0.874378
132.000000,250.000000,6.376500,-0.394604,0.000000,9.486069,2.782724,0.865265
132.000000,252.000000,6.376500,-0.383054,0.000000,9.584740,2.618710,0.853757
132.000000,254.000000,6.376500,-0.340866,0.000000,9.700958,2.419547,0.840156
132.000000,256.000000,6.376500,-0.286463,0.000000,9.832636,2.188417,0.825231
132.000000,258.000000,6.376500,-0.231444,0.000000,9.977568,1.929160,0.809713
132.000000,260.000000,6.376500,-0.181132,0.000000,10.133662,1.645930,0.794230
134.000000,220.000000,6.376357,-0.058467,12.950000,12.684105,0.000000,0.989196
134.000000,222.000000,6.376391,-0.068280,10.500000,12.533225,0.000000,0.965534
134.000000,224.000000,6.376439,-0.078413,6.900000,12.311988,0.000000,0.930838
134.000000,226.000000,6.376499,-0.077239,0.000000,11.973147,0.162828,0.900699
134.000000,228.000000,6.376500,-0.067216,0.000000,11.590243,0.692725,0.917303
134.000000,230.000000,6.376500,-0.055678,0.000000,11.222162,1.228929,0.941349
134.000000,232.000000,6.376500,-0.042928,0.000000,10.875855,1.770913,0.976934
134.000000,234.000000,6.376500,-0.029971,0.000000,10.559995,2.318078,1.030818
134.000000,236.000000,6.376500,-0.019149,0.000000,10.284192,2.537376,1.017860
134.000000,238.000000,6.376500,-0.015084,0.000000,10.057161,2.620435,0.979925
134.000000,240.000000,6.376500,-0.025475,0.000000,9.884459,2.678103,0.948508
134.000000,242.000000,6.376499,-0.060267,0.000000,9.767077,2.707028,0.923996
134.000000,244.000000,6.376499,-0.126397,0.000000,9.700139,2.704130,0.905039
134.000000,246.000000,6.376500,-0.217822,0.000000,9.678854,2.666810,0.890197
134.000000,248.000000,6.376500,-0.310308,0.000000,9.698052,2.593248,0.877962
134.000000,250.000000,6.376500,-0.373829,0.000000,9.751664,2.482642,0.866792
134.000000,252.000000,6.376500,-0.393500,0.000000,9.832778,2.335347,0.855270
134.000000,254.000000,6.376500,-0.375039,0.000000,9.933481,2.152853,0.842159
134.000000,256.000000,6.376500,-0.333737,0.000000,10.051185,1.937689,0.827853
134.000000,258.000000,6.376500,-0.283448,0.000000,10.183913,1.693153,0.812969
134.000000,260.000000,6.376499,-0.232825,0.000000,10.329542,1.423015,0.798033
136.000000,220.000000,6.376339,-0.023114,14.250000,13.037918,0.000000,1.044682
136.000000,222.000000,6.376367,-0.030514,12.200000,12.925039,0.000000,1.026980
136.000000,224.000000,6.376595,-0.040226,9.450000,12.757891,0.000000,1.000767
136.000000,226.000000,6.376531,-0.047456,4.850000,12.505538,0.000000,0.961192
136.000000,228.000000,6.376500,-0.039622,0.000000,12.137481,0.352327,0.956311
136.000000,230.000000,6.376500,-0.027817,0.000000,11.763947,0.891196,0.982160
136.000000,232.000000,6.376500,-0.015184,0.000000,11.408825,1.435938,1.018573
136.000000,234.000000,6.376500,-0.002738,0.000000,11.079256,1.985889,1.071094
136.000000,236.000000,6.376500,0.007410,0.000000,10.783526,2.163970,1.046171
136.000000,238.000000,6.376500,0.011415,0.000000,10.529904,2.253165,1.007292
136.000000,240.000000,6.376500,0.003161,0.000000,10.325039,2.318431,0.973009
136.000000,242.000000,6.376499,-0.025277,0.000000,10.172473,2.356584,0.944292
136.000000,244.000000,6.376499,-0.080562,0.000000,10.071123,2.364639,0.920925
136.000000,246.000000,6.376500,-0.161652,0.000000,10.016609,2.339948,0.901787
136.000000,248.000000,6.376500,-0.254029,0.000000,10.005204,2.280534,0.885922
136.000000,250.000000,6.376500,-0.333294,0.000000,10.031858,2.185287,0.872148
136.000000,252.000000,6.376500,-0.379258,0.000000,10.090908,2.054075,0.859334
136.000000,254.000000,6.376500,-0.386987,0.000000,10.175453,1.887772,0.846332
136.000000,256.000000,6.376500,-0.364784,0.000000,10.278595,1.688388,0.832338
136.000000,258.000000,6.376500,-0.325277,0.000000,10.398244,1.458656,0.817786
136.000000,260.000000,6.376499,-0.278978,0.000000,10.532453,1.201933,0.803150
138.000000,220.000000,6.376678,0.010036,15.350000,13.368710,0.000000,1.096559
138.000000,222.000000,6.376349,0.004743,13.600000,13.283946,0.000000,1.083266
138.000000,224.000000,6.376621,-0.003685,11.350000,13.159481,0.000000,1.063747
138.000000,226.000000,6.376420,-0.013536,8.250000,12.971079,0.000000,1.034200
138.000000,228.000000,6.376500,-0.015821,0.000000,12.680017,0.005520,0.989411
138.000000,230.000000,6.376500,-0.003974,0.000000,12.301507,0.546141,1.016234
138.000000,232.000000,6.376500,0.008426,0.000000,11.938643,1.092705,1.052679
138.000000,234.000000,6.376500,0.020410,0.000000,11.597476,1.644426,1.103317
138.000000,236.000000,6.376500,0.030122,0.000000,11.285114,1.796750,1.071808
138.000000,238.000000,6.376500,0.034356,0.000000,11.009137,1.892068,1.033049
138.000000,240.000000,6.376500,0.028188,0.000000,10.776444,1.964804,0.997336
138.000000,242.000000,6.376500,0.005217,0.000000,10.591991,2.011900,0.965837
138.000000,244.000000,6.376500,-0.040603,0.000000,10.457584,2.030456,0.939034
138.000000,246.000000,6.376500,-0.110800,0.000000,10.370497,2.017817,0.916331
138.000000,248.000000,6.376500,-0.197520,0.000000,10.328020,1.971933,0.897142
138.000000,250.000000,6.376500,-0.283041,0.000000,10.326330,1.891375,0.880651
138.000000,252.000000,6.376500,-0.347403,0.000000,10.360503,1.775628,0.865924
138.000000,254.000000,6.376500,-0.378967,0.000000,10.425194,1.625125,0.852110
138.000000,256.000000,6.376500,-0.378360,0.000000,10.513291,1.441272,0.838217
138.000000,258.000000,6.376500,-0.354191,0.000000,10.619268,1.226361,0.823816
138.000000,260.000000,6.376500,-0.316695,0.000000,10.741202,0.983315,0.809299
140.000000,220.000000,6.376690,0.041261,16.350000,13.679604,0.000000,1.145315
140.000000,222.000000,6.376330,0.037891,14.800000,13.619053,0.000000,1.135820
140.000000,224.000000,6.376643,0.031026,12.850000,13.526040,0.000000,1.121233
140.000000,226.000000,6.376389,0.020992,10.400000,13.384952,0.000000,1.099106
140.000000,228.000000,6.376442,0.012099,6.700000,13.169288,0.000000,1.065285
140.000000,230.000000,6.376500,0.016665,0.000000,12.834246,0.196355,1.044918
140.000000,232.000000,6.376500,0.028790,0.000000,12.464543,0.743950,1.080868
140.000000,234.000000,6.376500,0.040381,0.000000,12.113388,1.296748,1.129364
140.000000,236.000000,6.376500,0.049814,0.000000,11.786917,1.436201,1.095160
140.000000,238.000000,6.376500,0.054408,0.000000,11.491911,1.537543,1.057131
140.000000,240.000000,6.376500,0.050143,0.000000,11.235139,1.617559,1.020950
140.000000,242.000000,6.376500,0.031775,0.000000,11.022233,1.673326,0.987787
140.000000,244.000000,6.376500,-0.006041,0.000000,10.856726,1.701983,0.958436
140.000000,246.000000,6.376500,-0.066053,0.000000,10.738287,1.700952,0.932893
140.000000,248.000000,6.376500,-0.144672,0.000000,10.664876,1.667996,0.910773
140.000000,250.000000,6.376500,-0.229987,0.000000,10.634033,1.601553,0.891640
140.000000,252.000000,6.376500,-0.305004,0.000000,10.641868,1.500749,0.874813
140.000000,254.000000,6.376500,-0.355391,0.000000,10.683564,1.365583,0.859536
140.000000,256.000000,6.376500,-0.375657,0.000000,10.753970,1.197054,0.845162
140.000000,258.000000,6.376500,-0.369218,0.000000,10.845741,0.996919,0.830779
140.000000,260.000000,6.376500,-0.344085,0.000000,10.954790,0.767674,0.816265
